t,|i=0,DISR,IO:1,IO:2,IOPL:1,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,OS:2,DMFS,FR,IL,BO:1,BO:2,DI:1,DI:2,HC,SC,ITHC,REV,TC,|i=1,DISR,IO:3,IO:4,IOPL:3,IOPL:4,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:3,OS:4,DMFS,FR,IL,BO:3,BO:4,DI:3,DI:4,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:5,IO:6,IOPL:5,IOPL:6,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:5,OS:6,DMFS,FR,IL,BO:5,BO:6,DI:5,DI:6,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC
10,|,False,12.751749722589986,19.6962127737852,[0],[0],32.44796249637518,32.447962496375176,37.36562222459181,"[0.0, 32.44796249637518]",0.0,12.751749722589986,24.613872502001826,12.751749722589986,0.4145034725556443,-32.44796249637518,0.0,32.44796249637518,0.0,0.0,0.0,648.9592499275036,12.45520740819727,0.0,661.4144573357008,|,False,5.626334393754772,7.1254153288352144,[0],[0],12.751749722589986,12.751749722589985,15.815457259918773,"[0.0, 12.751749722589986]",0.0,5.626334393754772,10.189122866164002,5.626334393754772,0.37881799976473274,-12.751749722589983,0.0,12.751749722589981,0.0,0.0,0.0,255.03499445179966,10.54363817327918,0.0,265.57863262507885,|,False,8.93695447481834,10.759258298966852,[0],[0],19.6962127737852,57.061834998377016,13.856921417728095,"[0.0, 24.613872502001826]",0.0,0,4.919966942909754,0.0,0.3604828577877454,-57.06183499837701,0.0,57.06183499837701,8.936954474818341,0.0,5.957969649878894,1141.23669996754,3.279977961939836,0.0,1150.4746475793588,|,False,5.626334393754773,[0],5.626334393754772,5.62633439375477,6.0853754529971775,"[0.0, 5.626334393754772]",0.0,6.0853754529971775,1.7763568394002505e-15,8.074335948159943e-17,-5.626334393754771,5.626334393754771,0,0.0,112.52668787509542,0.0,0.0,112.52668787509542,|,False,7.125415328835211,[0],7.1254153288352144,22.94087258875398,11.601734531320073,"[0.0, 10.189122866164002]",0.0,11.601734531320073,0.0,0.0,-22.940872588753976,22.940872588753976,0,0.0,458.8174517750795,0.0,0.0,458.8174517750795,|,True,8.93695447481834,[0],8.93695447481834,8.93695447481835,27.560903566965038,"[0.0, 0]",0.0,27.560903566965038,0.0,0.0,-8.936954474818346,8.936954474818346,0,0.0,178.73908949636694,0.0,0.0,178.73908949636694,|,False,10.759258298966852,[0],10.759258298966852,61.981801941286754,3.1675434806868505,"[0.0, 4.919966942909754]",0.0,3.1675434806868505,0.0,0.0,-61.98180194128676,61.98180194128676,0,0.0,1239.6360388257353,0.0,0.0,1239.6360388257353
11,|,False,9.487428888115135,22.134196160092714,[0],[0],31.621625048207854,31.621625048207846,32.44796249637518,"[0.0, 31.621625048207854]",0.0,9.487428888115135,22.96053360826005,9.487428888115135,0.4049125718329791,-31.621625048207846,0.0,31.621625048207846,0.0,0.0,0.0,632.4325009641569,10.815987498791728,0.0,643.2484884629487,|,False,4.870812150465979,4.616616737649158,[0],[0],9.487428888115135,9.487428888115131,12.751749722589986,"[0.0, 9.487428888115135]",0.0,4.870812150465979,7.880937572124007,4.870812150465979,0.38579790319295715,-9.487428888115133,0.0,9.487428888115133,0.0,0.0,0.0,189.74857776230266,8.501166481726656,0.0,198.24974424402933,|,False,10.29817007561645,11.83602608447627,[0],[0],22.134196160092714,54.58215865646791,24.613872502001826,"[0.0, 22.96053360826005]",0.0,0,14.315702426385375,0.0,0.319459568471591,-54.58215865646791,0.0,54.58215865646791,19.23512455043479,0.0,12.823416366956526,1091.6431731293583,9.54380161759025,0.0,1114.0103911139051,|,False,4.870812150465978,[0],4.870812150465979,4.870812150465977,5.626334393754772,"[0.0, 4.870812150465979]",0.0,5.626334393754772,8.881784197001252e-16,8.607218021774585e-17,-4.870812150465977,4.870812150465977,0,0.0,97.41624300931954,0.0,0.0,97.41624300931954,|,False,4.616616737649162,[0],4.616616737649158,17.368366460239134,10.189122866164002,"[0.0, 7.880937572124007]",0.0,10.189122866164002,0.0,0.0,-17.368366460239137,17.368366460239137,0,0.0,347.3673292047828,0.0,0.0,347.3673292047828,|,True,10.298170075616454,[0],10.29817007561645,19.2351245504348,0.0,"[0.0, 0]",0.0,0.0,0.0,0.0,-19.2351245504348,19.2351245504348,0,0.0,384.70249100869603,0.0,0.0,384.70249100869603,|,False,11.836026084476263,[0],11.83602608447627,68.89786108285327,4.919966942909754,"[0.0, 14.315702426385375]",0.0,4.919966942909754,0.0,0.0,-68.89786108285327,68.89786108285327,0,0.0,1377.9572216570655,0.0,0.0,1377.9572216570655
12,|,False,15.198186929895387,21.372405476827915,[0],[0],36.5705924067233,36.5705924067233,31.621625048207854,"[0.0, 36.5705924067233]",0.0,15.198186929895387,16.42343811831247,15.198186929895387,0.40585532202270497,-36.57059240672329,0.0,36.57059240672329,0.0,0.0,0.0,731.4118481344658,10.54054168273595,0.0,741.9523898172017,|,False,9.022861142530122,6.175325787365264,[0],[0],15.198186929895387,15.198186929895384,9.487428888115135,"[0.0, 15.198186929895387]",0.0,9.022861142530122,0.464567745585013,9.022861142530122,0.4017446598686639,-15.198186929895384,0.0,15.198186929895384,0.0,0.0,0.0,303.96373859790765,6.324952592076756,0.0,310.28869118998443,|,False,9.022181133384072,12.350224343443845,[0],[0],21.372405476827915,52.99403052503578,22.96053360826005,"[0.0, 16.42343811831247]",0.0,0,13.938352474875979,0.0,0.2878314236406588,-52.99403052503578,0.0,52.99403052503578,28.257305683818863,0.0,18.838203789212574,1059.8806105007156,9.292234983250651,0.0,1088.011049273179,|,False,9.022861142530122,[0],9.022861142530122,9.022861142530118,4.870812150465979,"[0.0, 9.022861142530122]",0.0,4.870812150465979,1.7763568394002505e-15,9.588376176345435e-17,-9.02286114253012,9.02286114253012,0,0.0,180.4572228506024,0.0,0.0,180.4572228506024,|,False,6.17532578736526,[0],6.175325787365264,15.66275467548039,7.880937572124007,"[0.0, 0.464567745585013]",0.0,7.880937572124007,0.0,0.0,-15.66275467548039,15.66275467548039,0,0.0,313.2550935096078,0.0,0.0,313.2550935096078,|,True,9.022181133384072,[0],9.022181133384072,28.25730568381887,0.0,"[0.0, 0]",0.0,0.0,0.0,0.0,-28.25730568381887,28.25730568381887,0,0.0,565.1461136763774,0.0,0.0,565.1461136763774,|,False,12.350224343443845,[0],12.350224343443845,66.93238299991174,14.315702426385375,"[0.0, 13.938352474875979]",0.0,14.315702426385375,0.0,0.0,-66.93238299991174,66.93238299991174,0,0.0,1338.6476599982348,0.0,0.0,1338.6476599982348
13,|,False,10.914933224943244,15.400485788378326,[0],[0],26.315419013321563,26.315419013321566,36.5705924067233,"[0.0, 26.315419013321563]",0.0,10.914933224943244,25.655659181780056,10.914933224943244,0.4063883099060367,-26.315419013321563,0.0,26.315419013321563,0.0,0.0,0.0,526.3083802664313,12.190197468907765,0.0,538.498577735339,|,False,0.590241887671537,10.324691337271707,[0],[0],10.914933224943244,10.914933224943239,15.198186929895387,"[0.0, 10.914933224943244]",0.0,0.590241887671537,14.60794504222385,0.590241887671537,0.3835912121158468,-10.91493322494324,0.0,10.91493322494324,0.0,0.0,0.0,218.2986644988648,10.132124619930257,0.0,228.43078911879508,|,False,8.246206288934475,7.1542794994438506,[0],[0],15.400485788378326,51.97107819510163,16.42343811831247,"[0.0, 25.655659181780056]",0.0,0,8.177231829377993,0.0,0.26866463571543736,-51.97107819510164,0.0,51.97107819510164,36.50351197275334,0.0,24.335674648502224,1039.4215639020329,5.451487886251995,0.0,1069.208726436787,|,False,0.5902418876715352,[0],0.590241887671537,0.5902418876715334,9.022861142530122,"[0.0, 0.590241887671537]",0.0,9.022861142530122,1.7763568394002505e-15,1.1266453938507426e-16,-0.5902418876715334,0.5902418876715334,0,0.0,11.804837753430668,0.0,0.0,11.804837753430668,|,False,10.324691337271707,[0],10.324691337271707,25.52287826716708,0.464567745585013,"[0.0, 14.60794504222385]",0.0,0.464567745585013,0.0,0.0,-25.522878267167084,25.522878267167084,0,0.0,510.4575653433417,0.0,0.0,510.4575653433417,|,True,8.246206288934475,[0],8.246206288934475,36.503511972753344,0.0,"[0.0, 0]",0.0,0.0,0.0,0.0,-36.503511972753344,36.503511972753344,0,0.0,730.0702394550669,0.0,0.0,730.0702394550669,|,False,7.1542794994438506,[0],7.1542794994438506,60.148310024479606,13.938352474875979,"[0.0, 8.177231829377993]",0.0,13.938352474875979,0.0,0.0,-60.14831002447961,60.14831002447961,0,0.0,1202.9662004895922,0.0,0.0,1202.9662004895922
14,|,False,16.38874095774787,18.714226060334465,[0],[0],35.10296701808234,35.10296701808234,26.315419013321563,"[0.0, 35.10296701808234]",0.0,16.38874095774787,9.926678055573692,16.38874095774787,0.41085453550120676,-35.10296701808234,0.0,35.10296701808234,0.0,0.0,0.0,702.0593403616467,8.771806337773853,0.0,710.8311466994205,|,False,7.378674073896178,9.01006688385169,[0],[0],16.38874095774787,16.388740957747867,10.914933224943244,"[0.0, 16.38874095774787]",0.0,7.378674073896178,3.536259151047066,7.378674073896178,0.38843577211614294,-16.388740957747864,0.0,16.388740957747864,0.0,0.0,0.0,327.7748191549573,7.276622149962162,0.0,335.0514413049195,|,False,12.180115603647764,6.534110456686694,[0],[0],18.714226060334465,45.02964507365604,25.655659181780056,"[0.0, 9.926678055573692]",0.0,48.6836275764011,13.475543578132292,48.6836275764011,0.4432972781762768,-45.02964507365604,0.0,45.02964507365604,0.0,0.0,0.0,900.5929014731208,41.43944743635559,0.0,942.0323489094765,|,False,7.378674073896178,[0],7.378674073896178,7.378674073896175,0.590241887671537,"[0.0, 7.378674073896178]",0.0,0.590241887671537,3.552713678800501e-15,1.3743543896920406e-16,-7.378674073896175,7.378674073896175,0,0.0,147.5734814779235,0.0,0.0,147.5734814779235,|,False,9.010066883851687,[0],9.01006688385169,19.925000108794922,14.60794504222385,"[0.0, 3.536259151047066]",0.0,14.60794504222385,0.0,0.0,-19.92500010879492,19.92500010879492,0,0.0,398.5000021758984,0.0,0.0,398.5000021758984,|,False,12.180115603647764,[0],12.180115603647764,48.68362757640111,0.0,"[0.0, 48.6836275764011]",0.0,0.0,0.0,0.0,-48.68362757640111,48.68362757640111,0,0.0,973.6725515280222,0.0,0.0,973.6725515280222,|,False,6.534110456686687,[0],6.534110456686694,58.50518865178831,8.177231829377993,"[0.0, 13.475543578132292]",0.0,8.177231829377993,0.0,0.0,-58.5051886517883,58.5051886517883,0,0.0,1170.1037730357662,0.0,0.0,1170.1037730357662
15,|,False,12.294051531286167,19.518996735610507,[0],[0],31.813048266896672,31.813048266896672,35.10296701808234,"[0.0, 31.813048266896672]",0.0,12.294051531286167,22.808915486796174,12.294051531286167,0.4093236946973326,-31.813048266896672,0.0,31.813048266896672,0.0,0.0,0.0,636.2609653379334,11.700989006027445,0.0,647.9619543439609,|,False,5.7132347633931335,6.580816767893037,[0],[0],12.294051531286167,12.294051531286165,16.38874095774787,"[0.0, 12.294051531286167]",0.0,5.7132347633931335,10.675506194354737,5.7132347633931335,0.3923806620338897,-12.294051531286163,0.0,12.294051531286163,0.0,0.0,0.0,245.88103062572327,10.925827305165246,0.0,256.8068579308885,|,False,10.589148179758652,8.929848555851853,[0],[0],19.518996735610507,54.62196375369285,9.926678055573692,"[0.0, 22.808915486796174]",0.0,0,0.0,0.0,0.41119135435684434,-54.62196375369286,0.66247012418496,53.9594936295079,9.926678055573692,0.0,6.617785370382461,1092.4392750738573,0.0,0.0,1099.0570604442398,|,False,5.7132347633931335,[0],5.7132347633931335,5.71323476339313,7.378674073896178,"[0.0, 5.7132347633931335]",0.0,7.378674073896178,3.552713678800501e-15,1.613808384332794e-16,-5.71323476339313,5.71323476339313,0,0.0,114.2646952678626,0.0,0.0,114.2646952678626,|,False,6.58081676789304,[0],6.580816767893037,22.969557725640893,3.536259151047066,"[0.0, 10.675506194354737]",0.0,3.536259151047066,0.0,0.0,-22.969557725640893,22.969557725640893,0,0.0,459.3911545128179,0.0,0.0,459.3911545128179,|,True,10.589148179758652,[0],10.589148179758652,10.58914817975866,48.6836275764011,"[0.0, 0]",0.0,48.6836275764011,0.0,0.0,-10.58914817975866,10.58914817975866,0,0.0,211.7829635951732,0.0,0.0,211.7829635951732,|,False,8.92984855585186,[0],8.929848555851853,53.959493629507875,13.475543578132292,"[0.0, 0.0]",0.0,13.475543578132292,0.0,0.0,-53.959493629507875,53.959493629507875,0,0.0,1079.1898725901574,0.0,0.0,1079.1898725901574
16,|,False,19.01431853925262,13.08752548307563,[0],[0],32.10184402232825,32.10184402232825,31.813048266896672,"[0.0, 32.10184402232825]",0.0,19.01431853925262,12.798729727644051,19.01431853925262,0.42021551752099634,-32.10184402232825,0.0,32.10184402232825,0.0,0.0,0.0,642.036880446565,10.60434942229889,0.0,652.6412298688639,|,False,8.274576773779884,10.73974176547274,[0],[0],19.01431853925262,19.01431853925262,12.294051531286167,"[0.0, 19.01431853925262]",0.0,8.274576773779884,4.019474757506282,8.274576773779884,0.3955501679814986,-19.01431853925262,0.0,19.01431853925262,0.0,0.0,0.0,380.28637078505244,8.196034354190777,0.0,388.4824051392432,|,False,6.014293986265313,7.07323149681031,[0],[0],13.08752548307563,44.90057374997232,22.808915486796174,"[0.0, 12.798729727644051]",0.0,0,16.132151376345902,0.0,0.3921481375565282,-44.90057374997231,0.0,44.9005737499723,16.603442166023967,0.0,11.068961444015978,898.0114749994461,10.754767584230601,0.0,919.8352040276927,|,False,8.274576773779884,[0],8.274576773779884,8.27457677377988,5.7132347633931335,"[0.0, 8.274576773779884]",0.0,5.7132347633931335,3.552713678800501e-15,1.7928431656307273e-16,-8.27457677377988,8.27457677377988,0,0.0,165.49153547559763,0.0,0.0,165.49153547559763,|,False,10.73974176547274,[0],10.73974176547274,23.033793296758894,10.675506194354737,"[0.0, 4.019474757506282]",0.0,10.675506194354737,0.0,0.0,-23.033793296758894,23.033793296758894,0,0.0,460.67586593517785,0.0,0.0,460.67586593517785,|,True,6.014293986265313,[0],6.014293986265313,16.603442166023974,0.0,"[0.0, 0]",0.0,0.0,0.0,0.0,-16.603442166023974,16.603442166023974,0,0.0,332.06884332047946,0.0,0.0,332.06884332047946,|,False,7.07323149681031,[0],7.07323149681031,61.032725126318184,0.0,"[0.0, 16.132151376345902]",0.0,0.0,0.0,0.0,-61.032725126318184,61.032725126318184,0,0.0,1220.6545025263636,0.0,0.0,1220.6545025263636
17,|,False,17.575930436728402,15.350950428314025,[0],[0],32.92688086504243,32.926880865042435,32.10184402232825,"[0.0, 32.92688086504243]",0.0,17.575930436728402,14.525913585599849,17.575930436728402,0.426750261755459,-32.92688086504243,0.0,32.92688086504243,0.0,0.0,0.0,658.5376173008485,10.700614674109417,0.0,669.2382319749579,|,False,8.837554623836803,8.738375812891599,[0],[0],17.575930436728402,17.575930436728406,19.01431853925262,"[0.0, 17.575930436728402]",0.0,8.837554623836803,10.176763915415817,8.837554623836803,0.4024233406333157,-17.575930436728402,0.0,17.575930436728402,0.0,0.0,0.0,351.51860873456803,12.676212359501747,0.0,364.19482109406977,|,False,8.01446303946875,7.336487388845282,[0],[0],15.350950428314025,47.452794450642294,12.798729727644051,"[0.0, 14.525913585599849]",0.0,0,4.784266688175302,0.0,0.37194350109108465,-47.452794450642294,0.0,47.45279445064229,24.61790520549272,0.0,16.41193680366181,949.0558890128459,3.1895111254502013,0.0,968.6573369419579,|,False,8.837554623836803,[0],8.837554623836803,8.837554623836802,8.274576773779884,"[0.0, 8.837554623836803]",0.0,8.274576773779884,3.552713678800501e-15,1.9411819186143942e-16,-8.8375546238368,8.8375546238368,0,0.0,176.751092476736,0.0,0.0,176.751092476736,|,False,8.738375812891599,[0],8.738375812891599,27.75269435214421,4.019474757506282,"[0.0, 10.176763915415817]",0.0,4.019474757506282,0.0,0.0,-27.75269435214421,27.75269435214421,0,0.0,555.0538870428842,0.0,0.0,555.0538870428842,|,True,8.01446303946875,[0],8.01446303946875,24.617905205492725,0.0,"[0.0, 0]",0.0,0.0,0.0,0.0,-24.617905205492725,24.617905205492725,0,0.0,492.3581041098545,0.0,0.0,492.3581041098545,|,False,7.336487388845282,[0],7.336487388845282,52.237061138817566,16.132151376345902,"[0.0, 4.784266688175302]",0.0,16.132151376345902,0.0,0.0,-52.237061138817566,52.237061138817566,0,0.0,1044.7412227763514,0.0,0.0,1044.7412227763514
18,|,False,12.761474175577675,16.686643521481045,[0],[0],29.448117697058713,29.44811769705872,32.92688086504243,"[0.0, 29.448117697058713]",0.0,12.761474175577675,20.165406689464753,12.761474175577675,0.42707348101766,-29.44811769705872,0.0,29.44811769705872,0.0,0.0,0.0,588.9623539411743,10.975626955014143,0.0,599.9379808961885,|,False,7.030656965411407,5.730817210166271,[0],[0],12.761474175577675,12.761474175577678,17.575930436728402,"[0.0, 12.761474175577675]",0.0,7.030656965411407,10.545273471316996,7.030656965411407,0.4090249369588038,-12.761474175577678,0.0,12.761474175577678,0.0,0.0,0.0,255.22948351155355,11.717286957818935,0.0,266.9467704693725,|,False,7.543815118289867,9.14282840319118,[0],[0],16.686643521481045,49.613524386523494,14.525913585599849,"[0.0, 20.165406689464753]",0.0,0,6.9820984673099815,0.0,0.35221722126873284,-49.6135243865235,0.0,49.61352438652349,32.16172032378259,0.0,21.441146882521725,992.27048773047,4.654732311539988,0.0,1018.3663669245317,|,False,7.030656965411409,[0],7.030656965411407,7.030656965411405,8.837554623836803,"[0.0, 7.030656965411407]",0.0,8.837554623836803,3.552713678800501e-15,2.0977775897394678e-16,-7.0306569654114055,7.0306569654114055,0,0.0,140.6131393082281,0.0,0.0,140.6131393082281,|,False,5.730817210166271,[0],5.730817210166271,23.306747646894664,10.176763915415817,"[0.0, 10.545273471316996]",0.0,10.176763915415817,0.0,0.0,-23.306747646894664,23.306747646894664,0,0.0,466.1349529378933,0.0,0.0,466.1349529378933,|,True,7.543815118289867,[0],7.543815118289867,32.16172032378259,0.0,"[0.0, 0]",0.0,0.0,0.0,0.0,-32.16172032378259,32.16172032378259,0,0.0,643.2344064756518,0.0,0.0,643.2344064756518,|,False,9.14282840319118,[0],9.14282840319118,56.59562285383345,4.784266688175302,"[0.0, 6.9820984673099815]",0.0,4.784266688175302,0.0,0.0,-56.59562285383345,56.59562285383345,0,0.0,1131.912457076669,0.0,0.0,1131.912457076669
19,|,False,16.517897663629647,10.49790288396328,[0],[0],27.015800547592924,27.01580054759293,29.448117697058713,"[0.0, 27.015800547592924]",0.0,16.517897663629647,12.930220033429066,16.517897663629647,0.4349946053498531,-27.01580054759293,0.0,27.01580054759293,0.0,0.0,0.0,540.3160109518586,9.816039232352903,0.0,550.1320501842115,|,False,8.728462511109246,7.789435152520403,[0],[0],16.517897663629647,16.51789766362965,12.761474175577675,"[0.0, 16.517897663629647]",0.0,8.728462511109246,4.033011664468429,8.728462511109246,0.41552127354416835,-16.517897663629654,0.0,16.517897663629654,0.0,0.0,0.0,330.3579532725931,8.507649450385117,0.0,338.8656027229782,|,False,2.572895448465979,7.925007435497293,[0],[0],10.49790288396328,39.94602058102202,20.165406689464753,"[0.0, 12.930220033429066]",0.0,34.73461577224857,17.592511240998775,34.73461577224857,0.44767820394582647,-39.94602058102202,8.881784197001252e-16,39.946020581022005,0.0,0.0,0.0,798.9204116204404,34.88475134216489,0.0,833.8051629626053,|,False,8.728462511109246,[0],8.728462511109246,8.728462511109242,7.030656965411407,"[0.0, 8.728462511109246]",0.0,7.030656965411407,1.7763568394002505e-15,2.0940940943235417e-16,-8.728462511109244,8.728462511109244,0,0.0,174.56925022218488,0.0,0.0,174.56925022218488,|,False,7.789435152520403,[0],7.789435152520403,20.550909328098072,10.545273471316996,"[0.0, 4.033011664468429]",0.0,10.545273471316996,0.0,0.0,-20.550909328098072,20.550909328098072,0,0.0,411.01818656196144,0.0,0.0,411.01818656196144,|,False,2.572895448465979,[0],2.572895448465979,34.73461577224857,0.0,"[0.0, 34.73461577224857]",0.0,0.0,0.0,0.0,-34.73461577224857,34.73461577224857,0,0.0,694.6923154449713,0.0,0.0,694.6923154449713,|,False,7.925007435497293,[0],7.925007435497293,57.53853182202076,6.9820984673099815,"[0.0, 17.592511240998775]",0.0,6.9820984673099815,0.0,0.0,-57.53853182202076,57.53853182202076,0,0.0,1150.7706364404153,0.0,0.0,1150.7706364404153
20,|,False,23.137457565296852,16.30882571192224,[0],[0],39.446283277219095,39.4462832772191,27.015800547592924,"[0.0, 39.446283277219095]",0.0,23.137457565296852,3.878342982296072,23.137457565296852,0.44394229002772345,-39.446283277219095,0.0,39.446283277219095,0.0,0.0,0.0,788.9256655443819,9.00526684919764,0.0,797.9309323935795,|,False,8.170356759526358,14.967100805770489,[0],[0],23.137457565296852,23.137457565296856,16.517897663629647,"[0.0, 23.137457565296852]",0.0,8.170356759526358,8.347540904103289,8.170356759526358,0.4111024717362936,-23.137457565296856,0.0,23.137457565296856,0.0,0.0,0.0,462.7491513059371,11.011931775753098,0.0,473.76108308169023,|,False,7.455921029470726,8.852904682451515,[0],[0],16.30882571192224,43.32462625951519,12.930220033429066,"[0.0, 3.878342982296072]",0.0,0,5.474299003958339,0.0,0.4262947521167301,-43.32462625951519,0.0,43.324626259515185,7.455921029470727,0.0,4.970614019647151,866.4925251903038,3.649532669305559,0.0,875.1126718792566,|,False,8.170356759526356,[0],8.170356759526358,8.170356759526353,8.728462511109246,"[0.0, 8.170356759526358]",0.0,8.728462511109246,1.7763568394002505e-15,2.0982703341080366e-16,-8.170356759526355,8.170356759526355,0,0.0,163.4071351905271,0.0,0.0,163.4071351905271,|,False,14.967100805770489,[0],14.967100805770489,31.48499846940013,4.033011664468429,"[0.0, 8.347540904103289]",0.0,4.033011664468429,0.0,0.0,-31.484998469400132,31.484998469400132,0,0.0,629.6999693880026,0.0,0.0,629.6999693880026,|,True,7.455921029470726,[0],7.455921029470726,7.455921029470723,34.73461577224857,"[0.0, 0]",0.0,34.73461577224857,0.0,0.0,-7.455921029470726,7.455921029470726,0,0.0,149.11842058941454,0.0,0.0,149.11842058941454,|,False,8.852904682451515,[0],8.852904682451515,48.79892526347349,17.592511240998775,"[0.0, 5.474299003958339]",0.0,17.592511240998775,0.0,0.0,-48.7989252634735,48.7989252634735,0,0.0,975.97850526947,0.0,0.0,975.97850526947
21,|,False,21.35917883299701,15.665240071512017,[0],[0],37.02441890450902,37.02441890450902,39.446283277219095,"[0.0, 37.02441890450902]",0.0,21.35917883299701,18.087104444222085,21.35917883299701,0.4509226382974682,-37.02441890450903,0.0,37.02441890450903,0.0,0.0,0.0,740.4883780901805,13.148761092406364,0.0,753.6371391825869,|,False,11.23239104735307,10.12678778564394,[0],[0],21.35917883299701,21.359178832997014,23.137457565296852,"[0.0, 21.35917883299701]",0.0,11.23239104735307,11.905066517943782,11.23239104735307,0.41814546419647464,-21.359178832997014,0.0,21.359178832997014,0.0,0.0,0.0,427.1835766599403,15.424971710197902,0.0,442.6085483701382,|,False,10.23737621555735,5.4278638559546675,[0],[0],15.665240071512017,55.11152334873114,3.878342982296072,"[0.0, 18.087104444222085]",0.0,0,0.0,0.0,0.4075942085613141,-55.11152334873114,6.359033233261277,48.752490115469854,11.334264011766798,0.0,7.556176007844532,1102.2304669746227,0.0,0.0,1109.7866429824671,|,False,11.232391047353069,[0],11.23239104735307,11.232391047353067,8.170356759526358,"[0.0, 11.23239104735307]",0.0,8.170356759526358,3.552713678800501e-15,2.1695157684835284e-16,-11.232391047353065,11.232391047353065,0,0.0,224.6478209470613,0.0,0.0,224.6478209470613,|,False,10.126787785643936,[0],10.12678778564394,33.264245350940776,8.347540904103289,"[0.0, 11.905066517943782]",0.0,8.347540904103289,0.0,0.0,-33.264245350940776,33.264245350940776,0,0.0,665.2849070188155,0.0,0.0,665.2849070188155,|,True,10.237376215557346,[0],10.23737621555735,17.69329724502807,0.0,"[0.0, 0]",0.0,0.0,0.0,0.0,-17.69329724502807,17.69329724502807,0,0.0,353.86594490056143,0.0,0.0,353.86594490056143,|,False,5.42786385595466,[0],5.4278638559546675,48.752490115469826,5.474299003958339,"[0.0, 0.0]",0.0,5.474299003958339,0.0,0.0,-48.752490115469826,48.752490115469826,0,0.0,975.0498023093965,0.0,0.0,975.0498023093965
22,|,False,23.855426630048235,11.596608330863287,[0],[0],35.452034960911526,35.45203496091153,37.02441890450902,"[0.0, 35.452034960911526]",0.0,23.855426630048235,13.168992274460784,23.855426630048235,0.46154760758229646,-35.45203496091153,0.0,35.45203496091153,0.0,0.0,0.0,709.0406992182307,12.341472968169672,0.0,721.3821721864003,|,False,9.659882522454401,14.195544107593834,[0],[0],23.855426630048235,23.855426630048235,21.35917883299701,"[0.0, 23.855426630048235]",0.0,9.659882522454401,11.699296310542609,9.659882522454401,0.41729814157650025,-23.85542663004824,0.0,23.85542663004824,0.0,0.0,0.0,477.1085326009648,14.23945255533134,0.0,491.34798515629615,|,False,5.198340189953949,6.3982681409093365,[0],[0],11.596608330863287,48.621027235372345,18.087104444222085,"[0.0, 13.168992274460784]",0.0,22.891637434982023,6.52973102100686,16.532604201720744,0.43961461661902745,-48.62102723537234,3.552713678800501e-15,48.62102723537233,0.0,0.0,0.0,972.4205447074468,19.614245637325922,0.0,992.0347903447727,|,False,9.659882522454403,[0],9.659882522454401,9.659882522454398,11.23239104735307,"[0.0, 9.659882522454401]",0.0,11.23239104735307,5.329070518200751e-15,2.3516658725633596e-16,-9.659882522454398,9.659882522454398,0,0.0,193.19765044908794,0.0,0.0,193.19765044908794,|,False,14.195544107593834,[0],14.195544107593834,35.55472294059083,11.905066517943782,"[0.0, 11.699296310542609]",0.0,11.905066517943782,0.0,0.0,-35.55472294059083,35.55472294059083,0,0.0,711.0944588118166,0.0,0.0,711.0944588118166,|,False,5.198340189953949,[0],5.198340189953949,22.89163743498202,0.0,"[0.0, 22.891637434982023]",0.0,0.0,0.0,0.0,-22.89163743498202,22.89163743498202,0,0.0,457.8327486996404,0.0,0.0,457.8327486996404,|,False,6.3982681409093365,[0],6.3982681409093365,55.15075825637916,0.0,"[0.0, 6.52973102100686]",0.0,0.0,0.0,0.0,-55.15075825637916,55.15075825637916,0,0.0,1103.0151651275833,0.0,0.0,1103.0151651275833
