t,|i=1,DISR,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,BO:3,DI:3,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,BO:2,DI:2,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC,|i=7,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC
20,|,False,3,[0],0.0,0.0,4.0,12.0,2.0,0.0,"[0.0, 3.0]","[0.0, 10.0]",8.0,0.0,0.0,0.0,0.8425925925925926,-10.0,10.0,0,0.0,0.0,0.0,0.0,0.0,|,False,0.0,[0],23.0,23.0,3.0,"[0.0, 23.0]",0.0,3.0,0.0,0.9411764705882353,-1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,|,False,0.0,[0],0.0,34.0,10.0,"[0.0, 28.0, 3.0, 3.0]",0.0,10.0,0.0,0.8823529411764706,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,0.0,46.0,46.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,3.0,0.0,0.8454545454545455,43.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,23.0,[0],30.0,53.0,1.0,"[0.0, 8.0, 6.0, 9.0, 30.0]",0.0,23.0,23.0,1.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.7372262773722628,40.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,28.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.7956204379562044,48.0,0.0,0.0,0.0,0,0.0,0.0,0.0
21,|,False,6,[0],0.0,0.0,1.0,2.0,3.0,10.0,"[0.0, 1.0]","[0.0, 2.0]",1.0,0.0,10.0,0.0,0.7982456140350878,-6.0,6.0,0,0.0,0.0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,23.0,"[0.0, 0.0]",0.0,1.0,0.0,0.9411764705882353,22.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],6.0,12.0,28.0,"[0.0, 3.0, 3.0, 6.0]",0.0,2.0,0.0,0.8823529411764706,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],1.0,1.0,1.0,1.0,0.0,0.0,"[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",0.0,0.0,6.0,6.0,0.853448275862069,37.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,45.0,8.0,"[0.0, 6.0, 9.0, 30.0, 0.0]",0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,1.0,1.0,0.7391304347826086,39.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,1.0,1.0,0.7971014492753623,47.0,0.0,0.0,0.0,0,0.0,0.0,0.0
22,|,False,7,[0],19.0,19.0,19.0,19.0,1.0,2.0,"[0.0, 19.0]","[0.0, 19.0]",0.0,0.0,2.0,0.0,0.7520661157024794,-11.0,11.0,0,0.0,0.0,0.0,0.0,0.0,|,False,19.0,[0],24.0,24.0,0.0,"[0.0, 24.0]",0.0,19.0,19.0,0.9504132231404959,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,19.0,[0],25.0,34.0,3.0,"[0.0, 3.0, 6.0, 25.0]",0.0,19.0,19.0,0.9008264462809917,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,25.0,[0],29.0,29.0,30.0,30.0,0.0,0.0,"[0.0, 1.0, 29.0]","[0.0, 1.0, 29.0]",0.0,0.0,25.0,25.0,0.8794326241134752,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,24.0,[0],5.0,44.0,6.0,"[0.0, 9.0, 30.0, 0.0, 5.0]",0.0,24.0,24.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,29.0,[0],2.0,2.0,0.0,"[0.0, 2.0]",0.0,29.0,29.0,0.7844311377245509,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,29.0,[0],2.0,2.0,0.0,"[0.0, 0.0, 2.0]",0.0,29.0,29.0,0.8323353293413174,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0
23,|,False,0,[0],0.0,0.0,0.0,0.0,19.0,19.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,11.0,0.0,0.7520661157024794,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,24.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9504132231404959,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,31.0,3.0,"[0.0, 6.0, 25.0, 0.0]",0.0,0.0,0.0,0.9008264462809917,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,0.0,[0],0.0,0.0,29.0,29.0,1.0,1.0,"[0.0, 29.0, 0]","[0.0, 29.0, 0]",0.0,0.0,0.0,0.0,0.8794326241134752,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,35.0,9.0,"[0.0, 30.0, 0.0, 5.0, 0.0]",0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,2.0,"[0.0, 0.0]",0.0,0,0.0,0.7844311377245509,12.0,0.0,0.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],0.0,2.0,0.0,"[0.0, 2.0, 0.0]",0.0,0,0.0,0.8323353293413174,18.0,0.0,0.0,0.0,0,0.0,0,0.0
24,|,False,7,[0],7.0,7.0,7.0,7.0,0.0,0.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.765625,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,7.0,7.0,0.953125,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],0.0,25.0,6.0,"[0.0, 25.0, 0.0, 0.0]",0.0,7.0,7.0,0.90625,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,0.0,[0],0.0,0.0,0.0,0.0,29.0,29.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,0.0,0.0,0.8794326241134752,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,5.0,30.0,"[0.0, 0.0, 5.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.7844311377245509,12.0,0.0,0.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],0.0,0.0,2.0,"[0.0, 0.0, 0.0]",0.0,0,0.0,0.8323353293413174,20.0,0.0,0.0,0.0,0,0.0,0,0.0
25,|,False,5,[0],5.0,5.0,5.0,5.0,7.0,7.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.7744360902255639,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,5.0,5.0,0.9548872180451128,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],0.0,0.0,25.0,"[0.0, 0.0, 0.0, 0.0]",0.0,5.0,5.0,0.9097744360902256,32.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,0.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,0.0,0.0,0.8794326241134752,42.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,5.0,0.0,"[0.0, 5.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.7844311377245509,12.0,0.0,0.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0,0.0,0.8323353293413174,20.0,0.0,0.0,0.0,0,0.0,0,0.0
26,|,False,3,[0],3.0,3.0,3.0,3.0,5.0,5.0,"[0.0, 3.0]","[0.0, 3.0]",0.0,0.0,3.0,3.0,0.7794117647058824,5.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],4.0,4.0,0.0,"[0.0, 4.0]",0.0,3.0,3.0,0.9558823529411765,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,3.0,0.0,"[0.0, 0.0, 0.0, 3.0]",0.0,3.0,3.0,0.9117647058823529,29.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,3.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,3.0,3.0,0.8819444444444444,39.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,0.0,5.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,4.0,4.0,1.0,41.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.7844311377245509,12.0,0.0,0.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0,0.0,0.8323353293413174,20.0,0.0,0.0,0.0,0,0.0,0,0.0
27,|,False,1,[0],1.0,1.0,1.0,1.0,3.0,3.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.781021897810219,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,4.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9562043795620438,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,4.0,0.0,"[0.0, 0.0, 3.0, 1.0]",0.0,1.0,1.0,0.9124087591240876,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,1.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,1.0,1.0,0.8827586206896552,38.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,1.0,1.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.7844311377245509,12.0,0.0,0.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0,0.0,0.8323353293413174,20.0,0.0,0.0,0.0,0,0.0,0,0.0
28,|,False,1,[0],1.0,1.0,1.0,1.0,1.0,1.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.782608695652174,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,1.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9565217391304348,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,5.0,0.0,"[0.0, 3.0, 1.0, 1.0]",0.0,1.0,1.0,0.9130434782608695,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,1.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,1.0,1.0,0.8835616438356164,37.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,1.0,1.0,39.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.7844311377245509,12.0,0.0,0.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0,0.0,0.8323353293413174,20.0,0.0,0.0,0.0,0,0.0,0,0.0
29,|,False,3,[0],3.0,3.0,3.0,3.0,1.0,1.0,"[0.0, 3.0]","[0.0, 3.0]",0.0,0.0,3.0,3.0,0.7872340425531915,5.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,3.0,1.0,"[0.0, 3.0]",0.0,3.0,3.0,0.9574468085106383,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,5.0,3.0,"[0.0, 1.0, 1.0, 3.0]",0.0,3.0,3.0,0.9148936170212766,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,3.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,3.0,3.0,0.8859060402684564,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],2.0,2.0,0.0,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.0,3.0,3.0,1.0,36.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.7844311377245509,12.0,0.0,0.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0,0.0,0.8323353293413174,20.0,0.0,0.0,0.0,0,0.0,0,0.0
30,|,False,7,[0],7.0,7.0,7.0,7.0,3.0,3.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.7972972972972973,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,3.0,"[0.0, 7.0]",0.0,7.0,7.0,0.9594594594594594,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,11.0,1.0,"[0.0, 1.0, 3.0, 7.0]",0.0,7.0,7.0,0.918918918918919,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,7.0,[0],2.0,2.0,2.0,2.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,7.0,7.0,0.8910256410256411,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,9.0,0.0,"[0.0, 0.0, 0.0, 2.0, 7.0]",0.0,7.0,7.0,1.0,29.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.7751479289940828,10.0,0.0,2.0,0.0,0,0.0,0,0.0,|,False,2.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0,0.0,0.8224852071005917,18.0,0.0,2.0,0.0,0,0.0,0,0.0
31,|,False,8,[0],8.0,8.0,8.0,8.0,7.0,7.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.8076923076923077,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,7.0,"[0.0, 8.0]",0.0,8.0,8.0,0.9615384615384616,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,18.0,1.0,"[0.0, 3.0, 7.0, 8.0]",0.0,8.0,8.0,0.9230769230769231,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,8.0,[0],9.0,9.0,11.0,11.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,8.0,8.0,0.8963414634146342,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,17.0,0.0,"[0.0, 0.0, 2.0, 7.0, 8.0]",0.0,8.0,8.0,1.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],16.0,16.0,0.0,"[0.0, 16.0]",0.0,0,0.0,0.7359550561797753,1.0,0.0,11.0,0.0,0,0.0,0,0.0,|,False,9.0,[0],16.0,16.0,0.0,"[0.0, 0.0, 16.0]",0.0,0,0.0,0.7808988764044944,9.0,0.0,11.0,0.0,0,0.0,0,0.0
32,|,False,4,[0],4.0,4.0,4.0,4.0,8.0,8.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,4.0,4.0,0.8125,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,8.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9625,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,19.0,3.0,"[0.0, 7.0, 8.0, 4.0]",0.0,4.0,4.0,0.925,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,0.0,11.0,11.0,0.0,0.0,"[0.0, 0, 11.0]","[0.0, 0, 11.0]",0.0,0.0,4.0,4.0,0.8988095238095238,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],2.0,19.0,0.0,"[0.0, 2.0, 7.0, 8.0, 2.0]",0.0,4.0,4.0,1.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],8.0,8.0,16.0,"[0.0, 8.0]",0.0,11.0,11.0,0.797752808988764,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],8.0,24.0,0.0,"[0.0, 16.0, 8.0]",0.0,11.0,11.0,0.8426966292134831,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0
33,|,False,1,[0],1.0,1.0,1.0,1.0,4.0,4.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.8136645962732919,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,4.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9627329192546584,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,13.0,7.0,"[0.0, 8.0, 4.0, 1.0]",0.0,1.0,1.0,0.9254658385093167,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,11.0,11.0,0.0,0.0,"[0.0, 11.0, 0.0]","[0.0, 11.0, 0.0]",0.0,0.0,1.0,1.0,0.8994082840236687,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],3.0,20.0,2.0,"[0.0, 7.0, 8.0, 2.0, 3.0]",0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,8.0,"[0.0, 0.0]",0.0,0.0,0.0,0.797752808988764,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,8.0,16.0,"[0.0, 8.0, 0.0]",0.0,0.0,0.0,0.8426966292134831,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0
34,|,False,7,[0],7.0,7.0,7.0,7.0,1.0,1.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.8214285714285714,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,1.0,"[0.0, 7.0]",0.0,7.0,7.0,0.9642857142857143,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,12.0,8.0,"[0.0, 4.0, 1.0, 7.0]",0.0,7.0,7.0,0.9285714285714286,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],4.0,4.0,4.0,4.0,11.0,11.0,"[0.0, 0.0, 4.0]","[0.0, 0.0, 4.0]",0.0,0.0,7.0,7.0,0.9034090909090909,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,20.0,7.0,"[0.0, 8.0, 2.0, 3.0, 7.0]",0.0,7.0,7.0,1.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,4.0,4.0,0.8021978021978022,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,0.0,8.0,"[0.0, 0.0, 0.0]",0.0,4.0,4.0,0.8461538461538461,29.0,0.0,0.0,0.0,0,0.0,0.0,0.0
35,|,False,8,[0],8.0,8.0,8.0,8.0,7.0,7.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.8295454545454546,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,7.0,"[0.0, 8.0]",0.0,8.0,8.0,0.9659090909090909,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,16.0,4.0,"[0.0, 1.0, 7.0, 8.0]",0.0,8.0,8.0,0.9318181818181818,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,12.0,12.0,0.0,0.0,"[0.0, 4.0, 8.0]","[0.0, 4.0, 8.0]",0.0,0.0,8.0,8.0,0.907608695652174,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,20.0,8.0,"[0.0, 2.0, 3.0, 7.0, 8.0]",0.0,8.0,8.0,1.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],9.0,9.0,0.0,"[0.0, 9.0]",0.0,8.0,8.0,0.8105263157894737,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],9.0,9.0,0.0,"[0.0, 0.0, 9.0]",0.0,8.0,8.0,0.8526315789473684,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0
36,|,False,0,[0],0.0,0.0,0.0,0.0,8.0,8.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.8295454545454546,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,8.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9659090909090909,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,15.0,1.0,"[0.0, 7.0, 8.0, 0.0]",0.0,0.0,0.0,0.9318181818181818,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,8.0,8.0,4.0,4.0,"[0.0, 8.0, 0.0]","[0.0, 8.0, 0.0]",0.0,0.0,0.0,0.0,0.907608695652174,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,18.0,2.0,"[0.0, 3.0, 7.0, 8.0, 0.0]",0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,9.0,"[0.0, 0.0]",0.0,0.0,0.0,0.8105263157894737,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,9.0,0.0,"[0.0, 9.0, 0.0]",0.0,0.0,0.0,0.8526315789473684,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0
37,|,False,8,[0],8.0,8.0,8.0,8.0,0.0,0.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.8369565217391305,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,0.0,"[0.0, 8.0]",0.0,8.0,8.0,0.967391304347826,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,16.0,7.0,"[0.0, 8.0, 0.0, 8.0]",0.0,8.0,8.0,0.9347826086956522,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,8.0,[0],13.0,13.0,13.0,13.0,8.0,8.0,"[0.0, 0.0, 0]","[0.0, 0.0, 0]",0.0,0.0,8.0,8.0,0.9114583333333334,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,23.0,3.0,"[0.0, 7.0, 8.0, 0.0, 8.0]",0.0,8.0,8.0,1.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,13.0,[0],12.0,12.0,0.0,"[0.0, 12.0]",0.0,0,0.0,0.7586206896551724,9.0,0.0,13.0,0.0,0,0.0,0,0.0,|,False,13.0,[0],13.0,13.0,9.0,"[0.0, 0.0, 13.0]",0.0,0,0.0,0.7980295566502463,17.0,0.0,13.0,0.0,0,0.0,0,0.0
38,|,False,7,[0],7.0,7.0,7.0,7.0,8.0,8.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.8429319371727748,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,8.0,"[0.0, 7.0]",0.0,7.0,7.0,0.9685863874345549,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,15.0,8.0,"[0.0, 0.0, 8.0, 7.0]",0.0,7.0,7.0,0.93717277486911,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,7.0,[0],2.0,2.0,15.0,15.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,7.0,7.0,0.914572864321608,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,23.0,7.0,"[0.0, 8.0, 0.0, 8.0, 7.0]",0.0,7.0,7.0,1.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],11.0,11.0,12.0,"[0.0, 11.0]",0.0,0,0.0,0.751219512195122,19.0,0.0,15.0,0.0,0,0.0,0,0.0,|,False,2.0,[0],10.0,23.0,0.0,"[0.0, 13.0, 10.0]",0.0,0,0.0,0.7902439024390244,15.0,0.0,15.0,0.0,0,0.0,0,0.0
