t,|i=1,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=3,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=4,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,HC,SC,ITHC,TC,|i=5,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=6,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC,|i=7,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC
42,|,8,[0],8.0,8.0,8.0,8.0,10.0,10.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,10.0,6.0,0.8185840707964602,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,10.0,"[0, 6.0, 0]",0.0,8.0,8.0,1.0,6.0,0.0,0,0.0,0.0,|,8.0,[0],6.0,23.0,5.0,"[0, 7.0, 8.0, 2.0, 0, 0, 0]",0.0,8.0,8.0,1.0,4.0,0.0,0,0.0,0.0,|,6.0,[0],8.0,8.0,21.0,21.0,2.0,2.0,"[0, 13.0, 8.0, 0, 0]","[0, 13.0, 8.0, 0, 0]",0.0,0.0,2.0,0.0,0.8149779735682819,-6.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,27.0,3.0,"[0, 2.0, 7.0, 10.0, 8.0, 0, 0, 0, 0]",0.0,6.0,6.0,0.9173913043478261,-2.0,0,0.0,0.0,0.0,|,8.0,[0],5.0,5.0,18.0,"[0, 5.0, 0]",0.0,8.0,8.0,0.9734513274336283,12.0,0.0,0,0.0,0.0,|,8.0,[0],5.0,23.0,1.0,"[0, 18.0, 5.0, 0, 0]",0.0,8.0,8.0,1.0,4.0,0.0,0,0.0,0.0
43,|,9,[0],9.0,9.0,9.0,9.0,8.0,8.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,8.0,6.0,0.8127659574468085,-3.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,11.0,6.0,"[0, 2.0, 0]",0.0,9.0,9.0,1.0,3.0,0.0,0,0.0,0.0,|,9.0,[0],3.0,19.0,7.0,"[0, 8.0, 2.0, 9.0, 0, 0, 0]",0.0,9.0,9.0,1.0,2.0,0.0,0,0.0,0.0,|,3.0,[0],7.0,7.0,15.0,15.0,13.0,13.0,"[0, 8.0, 7.0, 0, 0]","[0, 8.0, 7.0, 0, 0]",0.0,0.0,9.0,3.0,0.8173913043478261,4.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,34.0,2.0,"[0, 7.0, 10.0, 8.0, 9.0, 0, 0, 0, 0]",0.0,2.0,0.0,0.8828451882845189,-9.0,0,0.0,0.0,0.0,|,7.0,[0],0.0,0.0,5.0,"[0, 0.0, 0]",0.0,7.0,7.0,0.9742489270386266,10.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,12.0,18.0,"[0, 5.0, 7.0, 0, 0]",0.0,7.0,7.0,1.0,15.0,0.0,0,0.0,0.0
44,|,10,[0],10.0,10.0,10.0,10.0,9.0,9.0,"[0, 5.0, 0]","[0, 10.0, 0]",0.0,0.0,9.0,6.0,0.8040816326530612,-4.0,0.0,0.0,0.0,0.0,|,10.0,[0],4.0,13.0,2.0,"[0, 7.0, 0]",0.0,5.0,5.0,0.9794238683127572,-5.0,0.0,0.0,0.0,0.0,|,10.0,[0],14.0,25.0,8.0,"[0, 2.0, 9.0, 12.0, 0, 0, 0]",0.0,10.0,10.0,1.0,0.0,0.0,0,0.0,0.0,|,14.0,[0],10.0,10.0,17.0,17.0,8.0,8.0,"[0, 7.0, 10.0, 0, 0]","[0, 7.0, 10.0, 0, 0]",0.0,0.0,12.0,12.0,0.819672131147541,-2.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,31.0,7.0,"[0, 10.0, 8.0, 9.0, 4.0, 0, 0, 0, 0]",0.0,7.0,0.0,0.8683127572016461,-6.0,0,0.0,0.0,0.0,|,10.0,[0],19.0,19.0,0.0,"[0, 19.0, 0]",0.0,10.0,10.0,0.9753086419753086,0.0,0,0,0.0,0.0,|,10.0,[0],12.0,19.0,5.0,"[0, 7.0, 12.0, 0, 0]",0.0,10.0,10.0,1.0,10.0,0.0,0,0.0,0.0
45,|,2,[0],0.0,0.0,5.0,0.0,5.0,10.0,"[0, 5.0, 0]","[0, 0.0, 0]",0.0,5.0,5.0,1.0,0.8016194331983806,-1.0,0.0,0.0,0.0,0.0,|,0.0,[0],0.0,6.0,7.0,"[0, 6.0, 0]",0.0,5.0,0.0,0.9794238683127572,2.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,23.0,2.0,"[0, 9.0, 12.0, 2.0, 0, 0, 0]",0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,10.0,10.0,7.0,7.0,"[0, 10.0, 0.0, 0, 0]","[0, 10.0, 0.0, 0, 0]",0.0,0.0,2.0,0.0,0.819672131147541,5.0,0.0,0,0.0,0.0,|,0.0,[0],6.0,27.0,10.0,"[0, 8.0, 9.0, 4.0, 6.0, 0, 0, 0, 0]",0.0,6.0,0.0,0.8683127572016461,4.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,19.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9753086419753086,19.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,12.0,7.0,"[0, 12.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,17.0,0.0,0,0.0,0.0
46,|,1,[0],3.0,3.0,3.0,3.0,5.0,0.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,2.0,1.0,0.8024193548387096,3.0,0.0,0,0.0,0.0,|,3.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,3.0,3.0,0.9796747967479674,5.0,0.0,0,0.0,0.0,|,3.0,[0],8.0,22.0,9.0,"[0, 12.0, 2.0, 8.0, 0, 0, 0]",0.0,3.0,3.0,1.0,8.0,0.0,0,0.0,0.0,|,8.0,[0],12.0,12.0,12.0,12.0,10.0,10.0,"[0, 0.0, 12.0, 0, 0]","[0, 0.0, 12.0, 0, 0]",0.0,0.0,8.0,8.0,0.8253968253968254,7.0,0.0,0,0.0,0.0,|,6.0,[0],8.0,27.0,8.0,"[0, 9.0, 4.0, 6.0, 8.0, 0, 0, 0, 0]",0.0,6.0,6.0,0.8714859437751004,6.0,0.0,0,0.0,0.0,|,12.0,[0],10.0,10.0,0.0,"[0, 10.0, 0]",0.0,12.0,12.0,0.9764705882352941,7.0,0.0,0,0.0,0.0,|,12.0,[0],19.0,19.0,12.0,"[0, 0.0, 19.0, 0, 0]",0.0,12.0,12.0,1.0,17.0,0.0,0,0.0,0.0
47,|,8,[0],8.0,8.0,8.0,8.0,3.0,3.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,6.0,6.0,0.80078125,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,8.0,8.0,0.9803149606299213,3.0,0.0,0,0.0,0.0,|,8.0,[0],7.0,17.0,12.0,"[0, 2.0, 8.0, 7.0, 0, 0, 0]",0.0,8.0,8.0,1.0,12.0,0.0,0,0.0,0.0,|,7.0,[0],0.0,0.0,12.0,12.0,0.0,0.0,"[0, 12.0, 0.0, 0, 0]","[0, 12.0, 0.0, 0, 0]",0.0,0.0,7.0,7.0,0.8301158301158301,0.0,0.0,0,0.0,0.0,|,5.0,[0],0.0,18.0,9.0,"[0, 4.0, 6.0, 8.0, 0.0, 0, 0, 0, 0]",0.0,5.0,5.0,0.8740157480314961,10.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,10.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9764705882352941,17.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,19.0,0.0,"[0, 19.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,17.0,0.0,0,0.0,0.0
48,|,1,[0],1.0,1.0,1.0,1.0,8.0,8.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,3.0,1.0,0.8015564202334631,5.0,0.0,0,0.0,0.0,|,1.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,1.0,1.0,0.9803921568627451,7.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,16.0,2.0,"[0, 8.0, 7.0, 1.0, 0, 0, 0]",0.0,1.0,1.0,1.0,13.0,0.0,0,0.0,0.0,|,1.0,[0],2.0,2.0,2.0,2.0,12.0,12.0,"[0, 0.0, 2.0, 0, 0]","[0, 0.0, 2.0, 0, 0]",0.0,0.0,1.0,1.0,0.8307692307692308,11.0,0.0,0,0.0,0.0,|,7.0,[0],10.0,24.0,4.0,"[0, 6.0, 8.0, 0.0, 10.0, 0, 0, 0, 0]",0.0,7.0,7.0,0.8773946360153256,7.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,0.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9766536964980544,15.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,19.0,"[0, 0.0, 0.0, 0, 0]",0.0,2.0,2.0,1.0,34.0,0.0,0,0.0,0.0
49,|,8,[0],8.0,8.0,8.0,8.0,1.0,1.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,6.0,6.0,0.8,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9809885931558935,6.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,16.0,8.0,"[0, 7.0, 1.0, 8.0, 0, 0, 0]",0.0,8.0,8.0,1.0,13.0,0.0,0,0.0,0.0,|,8.0,[0],7.0,7.0,9.0,9.0,0.0,0.0,"[0, 2.0, 7.0, 0, 0]","[0, 2.0, 7.0, 0, 0]",0.0,0.0,8.0,8.0,0.835820895522388,3.0,0.0,0,0.0,0.0,|,8.0,[0],2.0,20.0,6.0,"[0, 8.0, 0.0, 10.0, 2.0, 0, 0, 0, 0]",0.0,8.0,8.0,0.8810408921933085,5.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9772727272727273,10.0,0.0,0,0.0,0.0,|,7.0,[0],0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]",0.0,7.0,7.0,1.0,27.0,0.0,0,0.0,0.0
50,|,0,[0],0.0,0.0,0.0,0.0,8.0,8.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,2.0,0.0,0.8,6.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,8.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9809885931558935,14.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,9.0,7.0,"[0, 1.0, 8.0, 0.0, 0, 0, 0]",0.0,0.0,0.0,1.0,20.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,7.0,7.0,2.0,2.0,"[0, 7.0, 0.0, 0, 0]","[0, 7.0, 0.0, 0, 0]",0.0,0.0,0.0,0.0,0.835820895522388,5.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,12.0,8.0,"[0, 0.0, 10.0, 2.0, 0.0, 0, 0, 0, 0]",0.0,0.0,0.0,0.8810408921933085,13.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,1.0,7.0,"[0, 1.0, 0]",0.0,0.0,0.0,0.9772727272727273,17.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,1.0,0.0,"[0, 0.0, 1.0, 0, 0]",0.0,0.0,0.0,1.0,27.0,0.0,0,0.0,0.0
51,|,4,[0],4.0,4.0,4.0,4.0,0.0,0.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,4.0,4.0,0.8029739776951673,2.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,0.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9812734082397003,10.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,12.0,1.0,"[0, 8.0, 0.0, 4.0, 0, 0, 0]",0.0,4.0,4.0,1.0,17.0,0.0,0,0.0,0.0,|,4.0,[0],6.0,6.0,6.0,6.0,7.0,7.0,"[0, 0.0, 6.0, 0, 0]","[0, 0.0, 6.0, 0, 0]",0.0,0.0,4.0,4.0,0.8382352941176471,8.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,16.0,0.0,"[0, 10.0, 2.0, 0.0, 4.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.8827838827838828,9.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9777777777777777,12.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,7.0,0.0,"[0, 1.0, 6.0, 0, 0]",0.0,6.0,6.0,1.0,21.0,0.0,0,0.0,0.0
52,|,5,[0],5.0,5.0,5.0,5.0,4.0,4.0,"[0, 5.0, 0]","[0, 5.0, 0]",0.0,0.0,5.0,5.0,0.8065693430656934,1.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9816176470588235,9.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,9.0,8.0,"[0, 0.0, 4.0, 5.0, 0, 0, 0]",0.0,5.0,5.0,1.0,20.0,0.0,0,0.0,0.0,|,5.0,[0],0.0,0.0,6.0,6.0,0.0,0.0,"[0, 6.0, 0.0, 0, 0]","[0, 6.0, 0.0, 0, 0]",0.0,0.0,5.0,5.0,0.8411552346570397,3.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,11.0,10.0,"[0, 2.0, 0.0, 4.0, 5.0, 0, 0, 0, 0]",0.0,5.0,5.0,0.8848920863309353,14.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,6.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9777777777777777,18.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,6.0,1.0,"[0, 6.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,22.0,0.0,0,0.0,0.0
53,|,10,[0],10.0,10.0,10.0,10.0,5.0,5.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,6.0,6.0,0.7992957746478874,-4.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,5.0,"[0, 10.0, 0]",0.0,10.0,10.0,0.9822695035460993,4.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,19.0,0.0,"[0, 4.0, 5.0, 9.0, 0, 0, 0]",0.0,10.0,10.0,1.0,10.0,0.0,0,0.0,0.0,|,10.0,[0],19.0,19.0,19.0,19.0,6.0,6.0,"[0, 0.0, 18.0, 0, 0]","[0, 0.0, 19.0, 0, 0]",0.0,0.0,9.0,9.0,0.8432055749128919,-1.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,19.0,2.0,"[0, 0.0, 4.0, 5.0, 10.0, 0, 0, 0, 0]",0.0,10.0,10.0,0.8888888888888888,6.0,0.0,0,0.0,0.0,|,19.0,[0],22.0,22.0,0.0,"[0, 22.0, 0]",0.0,18.0,18.0,0.9757785467128027,-1.0,0,0.0,0.0,0.0,|,19.0,[0],22.0,22.0,6.0,"[0, 0.0, 22.0, 0, 0]",0.0,19.0,19.0,1.0,9.0,0.0,0,0.0,0.0
54,|,4,[0],4.0,4.0,4.0,4.0,10.0,10.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,8.0,4.0,0.8020833333333334,2.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,10.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9825174825174825,10.0,0.0,0,0.0,0.0,|,4.0,[0],3.0,18.0,4.0,"[0, 5.0, 9.0, 0.0, 0, 0, 0]",0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,0.0,19.0,19.0,0.0,0.0,"[0, 18.0, 1.0, 0, 0]","[0, 19.0, 0.0, 0, 0]",0.0,0.0,0.0,0.0,0.8344827586206897,-4.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,23.0,0.0,"[0, 4.0, 5.0, 10.0, 4.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.8904109589041096,2.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,22.0,"[0, 0.0, 0]",0.0,1.0,0.0,0.9757785467128027,21.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,22.0,0.0,"[0, 22.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,9.0,0.0,0,0.0,0.0
55,|,4,[0],4.0,4.0,4.0,4.0,4.0,4.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,4.0,4.0,0.8047945205479452,2.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9827586206896551,10.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,13.0,5.0,"[0, 9.0, 0.0, 4.0, 0, 0, 0]",0.0,4.0,4.0,1.0,11.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,1.0,0.0,18.0,19.0,"[0, 1.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,1.0,4.0,0.0,0.8344827586206897,14.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,23.0,4.0,"[0, 5.0, 10.0, 4.0, 4.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.8918918918918919,2.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9757785467128027,21.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,22.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,31.0,0.0,0,0.0,0.0
56,|,3,[0],3.0,3.0,3.0,3.0,4.0,4.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,3.0,3.0,0.8067796610169492,3.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9829351535836177,11.0,0.0,0,0.0,0.0,|,3.0,[0],8.0,12.0,9.0,"[0, 0.0, 4.0, 8.0, 0, 0, 0]",0.0,3.0,3.0,1.0,17.0,0.0,0,0.0,0.0,|,8.0,[0],6.0,6.0,6.0,6.0,1.0,0.0,"[0, 0.0, 6.0, 0, 0]","[0, 0.0, 6.0, 0, 0]",0.0,0.0,8.0,8.0,0.8389261744966443,7.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,21.0,5.0,"[0, 10.0, 4.0, 4.0, 3.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.8929765886287625,4.0,0.0,0,0.0,0.0,|,6.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,6.0,6.0,0.976271186440678,15.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,0.0,"[0, 0.0, 6.0, 0, 0]",0.0,6.0,6.0,1.0,25.0,0.0,0,0.0,0.0
57,|,3,[0],3.0,3.0,3.0,3.0,3.0,3.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,3.0,3.0,0.8087248322147651,3.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9831081081081081,11.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,15.0,0.0,"[0, 4.0, 8.0, 3.0, 0, 0, 0]",0.0,3.0,3.0,1.0,14.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,0.0,6.0,6.0,0.0,0.0,"[0, 6.0, 0.0, 0, 0]","[0, 6.0, 0.0, 0, 0]",0.0,0.0,3.0,3.0,0.840531561461794,4.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,14.0,10.0,"[0, 4.0, 4.0, 3.0, 3.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.8940397350993378,11.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,5.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.976271186440678,20.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,6.0,0.0,"[0, 6.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,25.0,0.0,0,0.0,0.0
58,|,3,[0],3.0,3.0,3.0,3.0,3.0,3.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,3.0,3.0,0.8106312292358804,3.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9832775919732442,11.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,14.0,4.0,"[0, 8.0, 3.0, 3.0, 0, 0, 0]",0.0,3.0,3.0,1.0,15.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,2.0,2.0,2.0,6.0,6.0,"[0, 0.0, 2.0, 0, 0]","[0, 0.0, 2.0, 0, 0]",0.0,0.0,3.0,3.0,0.8421052631578947,7.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,13.0,4.0,"[0, 4.0, 3.0, 3.0, 3.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.8950819672131147,12.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,0.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9764309764309764,18.0,0.0,0,0.0,0.0,|,2.0,[0],1.0,1.0,6.0,"[0, 0.0, 1.0, 0, 0]",0.0,2.0,2.0,1.0,29.0,0.0,0,0.0,0.0
59,|,7,[0],7.0,7.0,7.0,7.0,3.0,3.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,6.0,6.0,0.8116883116883117,-1.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9836601307189542,7.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,13.0,8.0,"[0, 3.0, 3.0, 7.0, 0, 0, 0]",0.0,7.0,7.0,1.0,16.0,0.0,0,0.0,0.0,|,7.0,[0],11.0,11.0,13.0,13.0,0.0,0.0,"[0, 2.0, 11.0, 0, 0]","[0, 2.0, 11.0, 0, 0]",0.0,0.0,7.0,7.0,0.8456591639871383,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,16.0,4.0,"[0, 3.0, 3.0, 3.0, 7.0, 0, 0, 0, 0]",0.0,7.0,7.0,0.8974358974358975,9.0,0.0,0,0.0,0.0,|,11.0,[0],12.0,12.0,2.0,"[0, 12.0, 0]",0.0,11.0,11.0,0.9772727272727273,9.0,0.0,0,0.0,0.0,|,11.0,[0],12.0,13.0,0.0,"[0, 1.0, 12.0, 0, 0]",0.0,11.0,11.0,1.0,18.0,0.0,0,0.0,0.0
60,|,8,[0],8.0,8.0,8.0,8.0,7.0,7.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,7.0,6.0,0.810126582278481,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9840764331210191,6.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,18.0,3.0,"[0, 3.0, 7.0, 2.0, 0, 0, 0]",0.0,8.0,8.0,1.0,11.0,0.0,0,0.0,0.0,|,8.0,[0],10.0,10.0,21.0,21.0,2.0,2.0,"[0, 11.0, 10.0, 0, 0]","[0, 11.0, 10.0, 0, 0]",0.0,0.0,2.0,2.0,0.8307210031347962,-6.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,21.0,3.0,"[0, 3.0, 3.0, 7.0, 8.0, 0, 0, 0, 0]",0.0,8.0,8.0,0.9,4.0,0.0,0,0.0,0.0,|,10.0,[0],6.0,6.0,12.0,"[0, 6.0, 0]",0.0,10.0,10.0,0.9779874213836478,11.0,0.0,0,0.0,0.0,|,10.0,[0],6.0,18.0,1.0,"[0, 12.0, 6.0, 0, 0]",0.0,10.0,10.0,1.0,9.0,0.0,0,0.0,0.0
61,|,5,[0],5.0,5.0,5.0,5.0,8.0,8.0,"[0, 5.0, 0]","[0, 5.0, 0]",0.0,0.0,7.0,5.0,0.8130841121495327,1.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,5.0,8.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9843260188087775,9.0,0.0,0,0.0,0.0,|,5.0,[0],0.0,15.0,3.0,"[0, 7.0, 2.0, 6.0, 0, 0, 0]",0.0,5.0,5.0,1.0,9.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,10.0,10.0,11.0,11.0,"[0, 10.0, 0.0, 0, 0]","[0, 10.0, 0.0, 0, 0]",0.0,0.0,6.0,0.0,0.8307210031347962,5.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,23.0,3.0,"[0, 3.0, 7.0, 8.0, 5.0, 0, 0, 0, 0]",0.0,5.0,5.0,0.9015384615384615,2.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,6.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9779874213836478,17.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,6.0,12.0,"[0, 6.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,21.0,0.0,0,0.0,0.0
62,|,1,[0],1.0,1.0,1.0,1.0,5.0,5.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,1.0,1.0,0.8136645962732919,5.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.984375,13.0,0.0,0,0.0,0.0,|,1.0,[0],6.0,14.0,7.0,"[0, 2.0, 6.0, 6.0, 0, 0, 0]",0.0,1.0,1.0,1.0,15.0,0.0,0,0.0,0.0,|,6.0,[0],4.0,4.0,4.0,4.0,10.0,10.0,"[0, 0.0, 4.0, 0, 0]","[0, 0.0, 4.0, 0, 0]",0.0,0.0,6.0,6.0,0.8338461538461538,9.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,21.0,3.0,"[0, 7.0, 8.0, 5.0, 1.0, 0, 0, 0, 0]",0.0,1.0,1.0,0.901840490797546,4.0,0.0,0,0.0,0.0,|,4.0,[0],7.0,7.0,0.0,"[0, 7.0, 0]",0.0,4.0,4.0,0.9782608695652174,13.0,0.0,0,0.0,0.0,|,4.0,[0],7.0,7.0,6.0,"[0, 0.0, 7.0, 0, 0]",0.0,4.0,4.0,1.0,23.0,0.0,0,0.0,0.0
