t,|i=0,IO:EXT,IOPL:EXT,OQ:1,OQ:2,OO:1,OO:2,IS:1,IS:2,ISPL:1,ISPL:2,RM:1,RM:2,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC
30,|,49.666260214613374,[0],49.66626021461337,49.66626021461337,49.66626021461337,49.66626021461337,58.01444667473607,58.01444667473607,"[0, 49.66626021461337, 0]","[0, 49.66626021461337, 0]",0.0,0.0,49.666260214613374,49.666260214613374,0.8793351355297679,10.33373978538664,0.0,0,0.0,0.0,|,49.66626021461337,[0],49.666260214613374,49.666260214613324,50.70894151736557,"[0, 49.666260214613374, 0]",0.0,49.66626021461337,49.66626021461337,0.9021732010329305,10.333739785386676,0.0,0,0.0,0.0,|,49.66626021461337,[0],49.666260214613374,49.666260214613324,50.70894151736557,"[0, 49.666260214613374, 0]",0.0,49.66626021461337,49.66626021461337,0.9021732010329305,10.333739785386676,0.0,0,0.0,0.0
31,|,51.65155719810016,[0],51.65155719810015,51.65155719810015,51.65155719810014,51.65155719810014,49.66626021461337,49.66626021461337,"[0, 51.65155719810015, 0]","[0, 51.65155719810015, 0]",0.0,0.0,51.65155719810016,51.65155719810016,0.8829526147674772,8.34844280189985,0.0,0,0.0,0.0,|,51.65155719810015,[0],51.65155719810015,51.65155719810011,49.666260214613374,"[0, 51.65155719810015, 0]",0.0,51.65155719810015,51.65155719810015,0.9050073069962458,8.3484428018999,0.0,0,0.0,0.0,|,51.65155719810015,[0],51.65155719810015,51.65155719810011,49.666260214613374,"[0, 51.65155719810015, 0]",0.0,51.65155719810015,51.65155719810015,0.9050073069962458,8.3484428018999,0.0,0,0.0,0.0
32,|,39.04665673809358,[0],39.04665673809359,39.04665673809359,39.046656738093574,39.046656738093574,51.65155719810015,51.65155719810015,"[0, 39.04665673809359, 0]","[0, 39.04665673809359, 0]",0.0,0.0,39.04665673809358,39.04665673809358,0.8855465232118453,20.95334326190642,0.0,0,0.0,0.0,|,39.04665673809359,[0],39.04665673809358,39.046656738093546,51.65155719810015,"[0, 39.04665673809358, 0]",0.0,39.04665673809359,39.04665673809359,0.9070431306915596,20.95334326190646,0.0,0,0.0,0.0,|,39.04665673809359,[0],39.04665673809358,39.046656738093546,51.65155719810015,"[0, 39.04665673809358, 0]",0.0,39.04665673809359,39.04665673809359,0.9070431306915596,20.95334326190646,0.0,0,0.0,0.0
33,|,60.36735493794888,[0],60.36735493794889,60.36735493794889,60.367354937948875,60.367354937948875,39.04665673809359,39.04665673809359,"[0, 60.00000000000004, 0]","[0, 60.00000000000004, 0]",0.0,0.0,60.00000000000001,60.00000000000001,0.8891364233620977,-0.36735493794887475,0.0,0.0,0.0,0.0,|,60.36735493794889,[0],60.36735493794888,60.36735493794885,39.04665673809358,"[0, 60.36735493794888, 0]",0.0,60.00000000000004,60.00000000000004,0.9098291833991465,-0.3673549379488463,0,0.0,0.0,0.0,|,60.36735493794889,[0],60.36735493794888,60.36735493794885,39.04665673809358,"[0, 60.36735493794888, 0]",0.0,60.00000000000004,60.00000000000004,0.9098291833991465,-0.3673549379488463,0,0.0,0.0,0.0
34,|,61.57452333912089,[0],61.57452333912089,61.57452333912089,61.94187827706972,61.94187827706972,60.00000000000004,60.00000000000004,"[0, 60.36735493794888, 0]","[0, 60.36735493794888, 0]",0.0,0.0,60.00000000000004,59.63264506205117,0.8917292056573948,-1.9418782770697192,0.0,0.0,0.0,0.0,|,61.57452333912089,[0],61.57452333912088,61.57452333912085,60.36735493794888,"[0, 61.57452333912088, 0]",0.0,60.36735493794888,60.000000000000036,0.9118754513908695,-1.5745233391208515,0,0.0,0.0,0.0,|,61.57452333912089,[0],61.57452333912088,61.57452333912085,60.36735493794888,"[0, 61.57452333912088, 0]",0.0,60.36735493794888,60.000000000000036,0.9118754513908695,-1.5745233391208515,0,0.0,0.0,0.0
35,|,31.562135247553787,[0],31.562135247553787,31.562135247553787,33.13665858667462,33.13665858667462,60.36735493794888,60.36735493794888,"[0, 33.13665858667464, 0]","[0, 33.13665858667464, 0]",0.0,0.0,33.5040135246235,31.562135247553783,0.8935132613572954,26.863341413325376,0.0,0,0.0,0.0,|,31.562135247553787,[0],31.562135247553787,31.562135247553762,61.57452333912088,"[0, 31.562135247553787, 0]",0.0,33.13665858667464,31.56213524755379,0.9132834386447569,28.43786475244624,0.0,0,0.0,0.0,|,31.562135247553787,[0],31.562135247553787,31.562135247553762,61.57452333912088,"[0, 31.562135247553787, 0]",0.0,33.13665858667464,31.56213524755379,0.9132834386447569,28.43786475244624,0.0,0,0.0,0.0
36,|,52.997528496007284,[0],52.997528496007284,52.997528496007284,52.99752849600726,52.99752849600726,33.13665858667464,33.13665858667464,"[0, 52.997528496007284, 0]","[0, 52.997528496007284, 0]",0.0,0.0,52.99752849600729,52.99752849600729,0.8963802685931882,7.00247150399273,0.0,0,0.0,0.0,|,52.997528496007284,[0],52.997528496007284,52.99752849600726,31.562135247553787,"[0, 52.997528496007284, 0]",0.0,52.997528496007284,52.997528496007284,0.9155491017452478,7.002471503992744,0.0,0,0.0,0.0,|,52.997528496007284,[0],52.997528496007284,52.99752849600726,31.562135247553787,"[0, 52.997528496007284, 0]",0.0,52.997528496007284,52.997528496007284,0.9155491017452478,7.002471503992744,0.0,0,0.0,0.0
37,|,45.96696993664914,[0],45.96696993664915,45.96696993664915,45.96696993664913,45.96696993664913,52.997528496007284,52.997528496007284,"[0, 45.96696993664915, 0]","[0, 45.96696993664915, 0]",0.0,0.0,45.96696993664914,45.96696993664914,0.8987447775033833,14.033030063350871,0.0,0,0.0,0.0,|,45.96696993664915,[0],45.96696993664914,45.966969936649114,52.997528496007284,"[0, 45.96696993664914, 0]",0.0,45.96696993664915,45.96696993664915,0.9174204560618794,14.033030063350878,0.0,0,0.0,0.0,|,45.96696993664915,[0],45.96696993664914,45.966969936649114,52.997528496007284,"[0, 45.96696993664914, 0]",0.0,45.96696993664915,45.96696993664915,0.9174204560618794,14.033030063350878,0.0,0,0.0,0.0
38,|,50.678669635219705,[0],50.678669635219705,50.678669635219705,50.67866963521968,50.67866963521968,45.96696993664915,45.96696993664915,"[0, 50.678669635219705, 0]","[0, 50.678669635219705, 0]",0.0,0.0,50.678669635219705,50.678669635219705,0.9012296517032873,9.321330364780316,0.0,0,0.0,0.0,|,50.678669635219705,[0],50.67866963521971,50.678669635219684,45.96696993664914,"[0, 50.67866963521971, 0]",0.0,50.678669635219705,50.678669635219705,0.9193897978181571,9.321330364780316,0.0,0,0.0,0.0,|,50.678669635219705,[0],50.67866963521971,50.678669635219684,45.96696993664914,"[0, 50.67866963521971, 0]",0.0,50.678669635219705,50.678669635219705,0.9193897978181571,9.321330364780316,0.0,0,0.0,0.0
39,|,37.05923247653363,[0],37.05923247653364,37.05923247653364,37.05923247653361,37.05923247653361,50.678669635219705,50.678669635219705,"[0, 37.05923247653364, 0]","[0, 37.05923247653364, 0]",0.0,0.0,37.05923247653363,37.05923247653363,0.90297089798283,22.94076752346639,0.0,0,0.0,0.0,|,37.05923247653364,[0],37.05923247653364,37.059232476533616,50.67866963521971,"[0, 37.05923247653364, 0]",0.0,37.05923247653364,37.05923247653364,0.9207714587700578,22.94076752346639,0.0,0,0.0,0.0,|,37.05923247653364,[0],37.05923247653364,37.059232476533616,50.67866963521971,"[0, 37.05923247653364, 0]",0.0,37.05923247653364,37.05923247653364,0.9207714587700578,22.94076752346639,0.0,0,0.0,0.0
40,|,57.274565466666864,[0],57.274565466666864,57.274565466666864,57.27456546666683,57.27456546666683,37.05923247653364,37.05923247653364,"[0, 57.274565466666864, 0]","[0, 57.274565466666864, 0]",0.0,0.0,57.274565466666864,57.274565466666864,0.9055444126721961,2.725434533333164,0.0,0,0.0,0.0,|,57.274565466666864,[0],57.27456546666686,57.27456546666683,37.05923247653364,"[0, 57.27456546666686, 0]",0.0,57.274565466666864,57.274565466666864,0.9228160379044774,2.725434533333164,0.0,0,0.0,0.0,|,57.274565466666864,[0],57.27456546666686,57.27456546666683,37.05923247653364,"[0, 57.27456546666686, 0]",0.0,57.274565466666864,57.274565466666864,0.9228160379044774,2.725434533333164,0.0,0,0.0,0.0
41,|,27.809667554475617,[0],27.809667554475624,27.809667554475624,27.80966755447559,27.80966755447559,57.274565466666864,57.274565466666864,"[0, 27.809667554475624, 0]","[0, 27.809667554475624, 0]",0.0,0.0,27.809667554475617,27.809667554475617,0.9067453739875458,32.19033244552441,0.0,0,0.0,0.0,|,27.809667554475624,[0],27.80966755447563,27.80966755447561,57.27456546666686,"[0, 27.80966755447563, 0]",0.0,27.809667554475624,27.809667554475624,0.9237711962256993,32.1903324455244,0.0,0,0.0,0.0,|,27.809667554475624,[0],27.80966755447563,27.80966755447561,57.27456546666686,"[0, 27.80966755447563, 0]",0.0,27.809667554475624,27.809667554475624,0.9237711962256993,32.1903324455244,0.0,0,0.0,0.0
42,|,58.6731238321356,[0],58.6731238321356,58.6731238321356,58.67312383213556,58.67312383213556,27.809667554475624,27.809667554475624,"[0, 58.6731238321356, 0]","[0, 58.6731238321356, 0]",0.0,0.0,58.6731238321356,58.6731238321356,0.9091816057362825,1.3268761678644339,0.0,0,0.0,0.0,|,58.6731238321356,[0],58.673123832135595,58.67312383213558,27.80966755447563,"[0, 58.673123832135595, 0]",0.0,58.6731238321356,58.6731238321356,0.9257108190208105,1.3268761678644267,0.0,0,0.0,0.0,|,58.6731238321356,[0],58.673123832135595,58.67312383213558,27.80966755447563,"[0, 58.673123832135595, 0]",0.0,58.6731238321356,58.6731238321356,0.9257108190208105,1.3268761678644267,0.0,0,0.0,0.0
43,|,27.507312060323738,[0],27.50731206032374,27.50731206032374,27.5073120603237,27.5073120603237,58.6731238321356,58.6731238321356,"[0, 27.50731206032374, 0]","[0, 27.50731206032374, 0]",0.0,0.0,27.507312060323738,27.507312060323738,0.9102804702423967,32.4926879396763,0.0,0,0.0,0.0,|,27.50731206032374,[0],27.507312060323734,27.50731206032372,58.673123832135595,"[0, 27.507312060323734, 0]",0.0,27.50731206032374,27.50731206032374,0.9265865739892862,32.49268793967628,0.0,0,0.0,0.0,|,27.50731206032374,[0],27.507312060323734,27.50731206032372,58.673123832135595,"[0, 27.507312060323734, 0]",0.0,27.50731206032374,27.50731206032374,0.9265865739892862,32.49268793967628,0.0,0,0.0,0.0
44,|,42.992138811051866,[0],42.992138811051866,42.992138811051866,42.99213881105182,42.99213881105182,27.50731206032374,27.50731206032374,"[0, 42.992138811051866, 0]","[0, 42.992138811051866, 0]",0.0,0.0,42.992138811051866,42.992138811051866,0.9119456534482148,17.007861188948176,0.0,0,0.0,0.0,|,42.992138811051866,[0],42.992138811051866,42.99213881105185,27.507312060323734,"[0, 42.992138811051866, 0]",0.0,42.992138811051866,42.992138811051866,0.9279147161084372,17.007861188948148,0.0,0,0.0,0.0,|,42.992138811051866,[0],42.992138811051866,42.99213881105185,27.507312060323734,"[0, 42.992138811051866, 0]",0.0,42.992138811051866,42.992138811051866,0.9279147161084372,17.007861188948148,0.0,0,0.0,0.0
45,|,50.4832558245525,[0],50.48325582455251,50.48325582455251,50.48325582455245,50.48325582455245,42.992138811051866,42.992138811051866,"[0, 50.48325582455251, 0]","[0, 50.48325582455251, 0]",0.0,0.0,50.4832558245525,50.4832558245525,0.9138237627587861,9.516744175447542,0.0,0,0.0,0.0,|,50.48325582455251,[0],50.48325582455251,50.483255824552494,42.992138811051866,"[0, 50.48325582455251, 0]",0.0,50.48325582455251,50.48325582455251,0.929414209801679,9.516744175447506,0.0,0,0.0,0.0,|,50.48325582455251,[0],50.48325582455251,50.483255824552494,42.992138811051866,"[0, 50.48325582455251, 0]",0.0,50.48325582455251,50.48325582455251,0.929414209801679,9.516744175447506,0.0,0,0.0,0.0
46,|,57.024900261127605,[0],57.02490026112761,57.02490026112761,57.02490026112756,57.02490026112756,50.48325582455251,50.48325582455251,"[0, 57.02490026112761, 0]","[0, 57.02490026112761, 0]",0.0,0.0,57.024900261127605,57.024900261127605,0.9158511441717727,2.9750997388724443,0.0,0,0.0,0.0,|,57.02490026112761,[0],57.02490026112761,57.02490026112759,50.48325582455251,"[0, 57.02490026112761, 0]",0.0,57.02490026112761,57.02490026112761,0.931034697921032,2.9750997388724016,0.0,0,0.0,0.0,|,57.02490026112761,[0],57.02490026112761,57.02490026112759,50.48325582455251,"[0, 57.02490026112761, 0]",0.0,57.02490026112761,57.02490026112761,0.931034697921032,2.9750997388724016,0.0,0,0.0,0.0
47,|,59.777175562407635,[0],59.77717556240763,59.77717556240763,59.77717556240758,59.77717556240758,57.02490026112761,57.02490026112761,"[0, 59.77717556240763, 0]","[0, 59.77717556240763, 0]",0.0,0.0,59.777175562407635,59.777175562407635,0.9178764313038238,0.222824437592422,0.0,0,0.0,0.0,|,59.77717556240763,[0],59.777175562407635,59.77717556240762,57.02490026112761,"[0, 59.777175562407635, 0]",0.0,59.77717556240763,59.77717556240763,0.9326553964126527,0.22282443759238646,0.0,0,0.0,0.0,|,59.77717556240763,[0],59.777175562407635,59.77717556240762,57.02490026112761,"[0, 59.777175562407635, 0]",0.0,59.77717556240763,59.77717556240763,0.9326553964126527,0.22282443759238646,0.0,0,0.0,0.0
48,|,61.57310036810617,[0],61.57310036810617,61.57310036810617,61.57310036810612,61.57310036810612,59.77717556240763,59.77717556240763,"[0, 60.00000000000002, 0]","[0, 60.00000000000002, 0]",0.0,0.0,60.00000000000005,60.00000000000005,0.9192450542132452,-1.5731003681061182,0.0,0.0,0.0,0.0,|,61.57310036810617,[0],61.57310036810616,61.573100368106154,59.777175562407635,"[0, 61.57310036810616, 0]",0.0,60.00000000000002,60.00000000000002,0.9336432113658035,-1.5731003681061466,0,0.0,0.0,0.0,|,61.57310036810617,[0],61.57310036810616,61.573100368106154,59.777175562407635,"[0, 61.57310036810616, 0]",0.0,60.00000000000002,60.00000000000002,0.9336432113658035,-1.5731003681061466,0,0.0,0.0,0.0
49,|,42.261208747638534,[0],42.261208747638534,42.261208747638534,43.834309115744624,43.834309115744624,60.00000000000002,60.00000000000002,"[0, 43.83430911574468, 0]","[0, 43.83430911574468, 0]",0.0,0.0,43.83430911574465,42.261208747638534,0.9205640000950371,16.16569088425537,0.0,0,0.0,0.0,|,42.261208747638534,[0],42.26120874763853,42.26120874763851,61.57310036810616,"[0, 42.26120874763853, 0]",0.0,43.83430911574468,42.261208747638534,0.9347024350427336,17.73879125236148,0.0,0,0.0,0.0,|,42.261208747638534,[0],42.26120874763853,42.26120874763851,61.57310036810616,"[0, 42.26120874763853, 0]",0.0,43.83430911574468,42.261208747638534,0.9347024350427336,17.73879125236148,0.0,0,0.0,0.0
50,|,40.11569480988854,[0],40.115694809888545,40.115694809888545,40.11569480988849,40.11569480988849,43.83430911574468,43.83430911574468,"[0, 40.115694809888545, 0]","[0, 40.115694809888545, 0]",0.0,0.0,40.11569480988854,40.11569480988854,0.9217767358580181,19.88430519011151,0.0,0,0.0,0.0,|,40.115694809888545,[0],40.11569480988855,40.115694809888545,42.26120874763853,"[0, 40.11569480988855, 0]",0.0,40.115694809888545,40.115694809888545,0.9356770668142312,19.884305190111462,0.0,0,0.0,0.0,|,40.115694809888545,[0],40.11569480988855,40.115694809888545,42.26120874763853,"[0, 40.11569480988855, 0]",0.0,40.115694809888545,40.115694809888545,0.9356770668142312,19.884305190111462,0.0,0,0.0,0.0
51,|,41.14122153716813,[0],41.14122153716813,41.14122153716813,41.14122153716807,41.14122153716807,40.115694809888545,40.115694809888545,"[0, 41.14122153716813, 0]","[0, 41.14122153716813, 0]",0.0,0.0,41.14122153716813,41.14122153716813,0.9229826058894265,18.85877846283193,0.0,0,0.0,0.0,|,41.14122153716813,[0],41.14122153716812,41.14122153716811,40.11569480988855,"[0, 41.14122153716812, 0]",0.0,41.14122153716813,41.14122153716813,0.9366468500124018,18.858778462831886,0.0,0,0.0,0.0,|,41.14122153716813,[0],41.14122153716812,41.14122153716811,40.11569480988855,"[0, 41.14122153716812, 0]",0.0,41.14122153716813,41.14122153716813,0.9366468500124018,18.858778462831886,0.0,0,0.0,0.0
52,|,63.703954856254136,[0],63.703954856254136,63.703954856254136,63.70395485625408,63.70395485625408,41.14122153716813,41.14122153716813,"[0, 60.00000000000001, 0]","[0, 60.00000000000001, 0]",0.0,0.0,60.00000000000006,60.00000000000006,0.9234226297625228,-3.7039548562540787,0.0,0.0,0.0,0.0,|,63.703954856254136,[0],63.70395485625414,63.70395485625413,41.14122153716812,"[0, 63.70395485625414, 0]",0.0,60.00000000000001,60.00000000000001,0.9367657017130812,-3.7039548562541285,0,0.0,0.0,0.0,|,63.703954856254136,[0],63.70395485625414,63.70395485625413,41.14122153716812,"[0, 63.70395485625414, 0]",0.0,60.00000000000001,60.00000000000001,0.9367657017130812,-3.7039548562541285,0,0.0,0.0,0.0
53,|,51.8045787568763,[0],51.8045787568763,51.8045787568763,55.508533613130375,55.508533613130375,60.00000000000001,60.00000000000001,"[0, 55.50853361313043, 0]","[0, 55.50853361313043, 0]",0.0,0.0,55.50853361313038,51.8045787568763,0.9248474317388068,4.491466386869625,0.0,0,0.0,0.0,|,51.8045787568763,[0],51.8045787568763,51.80457875687628,63.70395485625414,"[0, 51.8045787568763, 0]",0.0,55.50853361313043,51.8045787568763,0.9379174228823304,8.195421243123711,0.0,0,0.0,0.0,|,51.8045787568763,[0],51.8045787568763,51.80457875687628,63.70395485625414,"[0, 51.8045787568763, 0]",0.0,55.50853361313043,51.8045787568763,0.9379174228823304,8.195421243123711,0.0,0,0.0,0.0
54,|,64.1959512350314,[0],64.1959512350314,64.1959512350314,64.19595123503134,64.19595123503134,55.50853361313043,55.50853361313043,"[0, 60.000000000000014, 0]","[0, 60.000000000000014, 0]",0.0,0.0,60.00000000000006,60.00000000000006,0.9250680892821661,-4.195951235031345,0.0,0.0,0.0,0.0,|,64.1959512350314,[0],64.1959512350314,64.19595123503137,51.8045787568763,"[0, 64.1959512350314, 0]",0.0,60.000000000000014,60.000000000000014,0.9378450480032692,-4.195951235031387,0,0.0,0.0,0.0,|,64.1959512350314,[0],64.1959512350314,64.19595123503137,51.8045787568763,"[0, 64.1959512350314, 0]",0.0,60.000000000000014,60.000000000000014,0.9378450480032692,-4.195951235031387,0,0.0,0.0,0.0
55,|,45.09078734219773,[0],45.09078734219773,45.09078734219773,49.28673857722906,49.28673857722906,60.000000000000014,60.000000000000014,"[0, 49.286738577229116, 0]","[0, 49.286738577229116, 0]",0.0,0.0,49.28673857722907,45.09078734219773,0.9262357589223221,10.713261422770941,0.0,0,0.0,0.0,|,45.09078734219773,[0],45.09078734219774,45.090787342197714,64.1959512350314,"[0, 45.09078734219774, 0]",0.0,49.286738577229116,45.09078734219773,0.9387939375338755,14.909212657802286,0.0,0,0.0,0.0,|,45.09078734219773,[0],45.09078734219774,45.090787342197714,64.1959512350314,"[0, 45.09078734219774, 0]",0.0,49.286738577229116,45.09078734219773,0.9387939375338755,14.909212657802286,0.0,0,0.0,0.0
56,|,62.77196324681395,[0],62.77196324681395,62.77196324681395,62.77196324681388,62.77196324681388,49.286738577229116,49.286738577229116,"[0, 60.00000000000003, 0]","[0, 60.00000000000003, 0]",0.0,0.0,60.00000000000006,60.00000000000006,0.9268643601831771,-2.7719632468138897,0.0,0.0,0.0,0.0,|,62.77196324681395,[0],62.77196324681395,62.77196324681391,45.09078734219774,"[0, 62.77196324681395, 0]",0.0,60.00000000000003,60.00000000000003,0.9391486917187537,-2.771963246813918,0,0.0,0.0,0.0,|,62.77196324681395,[0],62.77196324681395,62.77196324681391,45.09078734219774,"[0, 62.77196324681395, 0]",0.0,60.00000000000003,60.00000000000003,0.9391486917187537,-2.771963246813918,0,0.0,0.0,0.0
57,|,49.05468806682902,[0],49.05468806682903,49.05468806682903,51.826651313642884,51.826651313642884,60.00000000000003,60.00000000000003,"[0, 51.82665131364295, 0]","[0, 51.82665131364295, 0]",0.0,0.0,51.82665131364291,49.05468806682902,0.9280580930881885,8.173348686357116,0.0,0,0.0,0.0,|,49.05468806682903,[0],49.05468806682904,49.054688066828994,62.77196324681395,"[0, 49.05468806682904, 0]",0.0,51.82665131364295,49.05468806682903,0.9401224768784161,10.945311933170998,0.0,0,0.0,0.0,|,49.05468806682903,[0],49.05468806682904,49.054688066828994,62.77196324681395,"[0, 49.05468806682904, 0]",0.0,51.82665131364295,49.05468806682903,0.9401224768784161,10.945311933170998,0.0,0,0.0,0.0
58,|,47.45456836837454,[0],47.45456836837454,47.45456836837454,47.454568368374474,47.454568368374474,51.82665131364295,51.82665131364295,"[0, 47.45456836837454, 0]","[0, 47.45456836837454, 0]",0.0,0.0,47.45456836837454,47.45456836837454,0.9291763812377503,12.545431631625526,0.0,0,0.0,0.0,|,47.45456836837454,[0],47.454568368374545,47.4545683683745,49.05468806682904,"[0, 47.454568368374545, 0]",0.0,47.45456836837454,47.45456836837454,0.9410352921391328,12.545431631625497,0.0,0,0.0,0.0,|,47.45456836837454,[0],47.454568368374545,47.4545683683745,49.05468806682904,"[0, 47.454568368374545, 0]",0.0,47.45456836837454,47.45456836837454,0.9410352921391328,12.545431631625497,0.0,0,0.0,0.0
59,|,68.58260201288894,[0],68.58260201288894,68.58260201288894,68.58260201288888,68.58260201288888,47.45456836837454,47.45456836837454,"[0, 60.00000000000004, 0]","[0, 60.00000000000004, 0]",0.0,0.0,60.000000000000064,60.000000000000064,0.9279829140538699,-8.582602012888877,0.0,0.0,0.0,0.0,|,68.58260201288894,[0],68.58260201288894,68.58260201288891,47.454568368374545,"[0, 68.58260201288894, 0]",0.0,60.00000000000004,60.00000000000004,0.9396086892130777,-8.582602012888898,0,0.0,0.0,0.0,|,68.58260201288894,[0],68.58260201288894,68.58260201288891,47.454568368374545,"[0, 68.58260201288894, 0]",0.0,60.00000000000004,60.00000000000004,0.9396086892130777,-8.582602012888898,0,0.0,0.0,0.0
60,|,51.048053382104406,[0],51.0480533821044,51.0480533821044,59.63065539499324,59.63065539499324,60.00000000000004,60.00000000000004,"[0, 59.6306553949933, 0]","[0, 59.6306553949933, 0]",0.0,0.0,59.63065539499328,51.048053382104406,0.929141731415133,0.36934460500675925,0.0,0,0.0,0.0,|,51.0480533821044,[0],51.048053382104385,51.04805338210436,68.58260201288894,"[0, 51.048053382104385, 0]",0.0,59.6306553949933,51.0480533821044,0.9405624005975433,8.951946617895643,0.0,0,0.0,0.0,|,51.0480533821044,[0],51.048053382104385,51.04805338210436,68.58260201288894,"[0, 51.048053382104385, 0]",0.0,59.6306553949933,51.0480533821044,0.9405624005975433,8.951946617895643,0.0,0,0.0,0.0
61,|,51.609036407700444,[0],51.609036407700444,51.609036407700444,51.60903640770039,51.60903640770039,59.6306553949933,59.6306553949933,"[0, 51.609036407700444, 0]","[0, 51.609036407700444, 0]",0.0,0.0,51.609036407700444,51.609036407700444,0.9302759804783072,8.390963592299613,0.0,0,0.0,0.0,|,51.609036407700444,[0],51.609036407700444,51.609036407700415,51.048053382104385,"[0, 51.609036407700444, 0]",0.0,51.609036407700444,51.609036407700444,0.9414964530662653,8.390963592299585,0.0,0,0.0,0.0,|,51.609036407700444,[0],51.609036407700444,51.609036407700415,51.048053382104385,"[0, 51.609036407700444, 0]",0.0,51.609036407700444,51.609036407700444,0.9414964530662653,8.390963592299585,0.0,0,0.0,0.0
62,|,61.60623207015913,[0],61.60623207015913,61.60623207015913,61.60623207015908,61.60623207015908,51.609036407700444,51.609036407700444,"[0, 60.00000000000003, 0]","[0, 60.00000000000003, 0]",0.0,0.0,60.00000000000006,60.00000000000006,0.9310944364794967,-1.6062320701590735,0.0,0.0,0.0,0.0,|,61.60623207015913,[0],61.60623207015913,61.60623207015911,51.609036407700444,"[0, 61.60623207015913, 0]",0.0,60.00000000000003,60.00000000000003,0.9420936226159562,-1.606232070159102,0,0.0,0.0,0.0,|,61.60623207015913,[0],61.60623207015913,61.60623207015911,51.609036407700444,"[0, 61.60623207015913, 0]",0.0,60.00000000000003,60.00000000000003,0.9420936226159562,-1.606232070159102,0,0.0,0.0,0.0
63,|,69.15165475849608,[0],69.15165475849608,69.15165475849608,70.75788682865513,70.75788682865513,60.00000000000003,60.00000000000003,"[0, 61.60623207015913, 0]","[0, 61.60623207015913, 0]",0.0,0.0,60.00000000000003,58.393767929840955,0.9293080831193596,-10.757886828655124,0.0,0.0,0.0,0.0,|,69.15165475849608,[0],69.15165475849608,69.15165475849605,61.60623207015913,"[0, 69.15165475849608, 0]",0.0,61.60623207015913,60.00000000000003,0.9405862860464305,-9.15165475849605,0,0.0,0.0,0.0,|,69.15165475849608,[0],69.15165475849608,69.15165475849605,61.60623207015913,"[0, 69.15165475849608, 0]",0.0,61.60623207015913,60.00000000000003,0.9405862860464305,-9.15165475849605,0,0.0,0.0,0.0
64,|,54.74981851200217,[0],54.749818512002165,54.749818512002165,63.901473270498165,63.901473270498165,61.60623207015913,61.60623207015913,"[0, 63.901473270498215, 0]","[0, 63.901473270498215, 0]",0.0,0.0,61.60623207015913,50.848345241504006,0.9292989607517828,-3.9014732704981654,0.0,0.0,0.0,0.0,|,54.749818512002165,[0],54.749818512002165,54.749818512002136,69.15165475849608,"[0, 54.749818512002165, 0]",0.0,63.901473270498215,54.749818512002165,0.9415238256272845,5.250181487997864,0.0,0,0.0,0.0,|,54.749818512002165,[0],54.749818512002165,54.749818512002136,69.15165475849608,"[0, 54.749818512002165, 0]",0.0,63.901473270498215,54.749818512002165,0.9415238256272845,5.250181487997864,0.0,0,0.0,0.0
65,|,63.19736870539475,[0],63.19736870539475,63.19736870539475,63.19736870539471,63.19736870539471,63.901473270498215,63.901473270498215,"[0, 60.00000000000003, 0]","[0, 60.00000000000003, 0]",0.0,0.0,63.901473270498215,60.00000000000005,0.9296648761049804,-3.1973687053947017,0.0,0.0,0.0,0.0,|,63.19736870539475,[0],63.19736870539475,63.19736870539472,54.749818512002165,"[0, 63.19736870539475, 0]",0.0,60.00000000000003,60.00000000000003,0.941664838876804,-3.197368705394723,0,0.0,0.0,0.0,|,63.19736870539475,[0],63.19736870539475,63.19736870539472,54.749818512002165,"[0, 63.19736870539475, 0]",0.0,60.00000000000003,60.00000000000003,0.941664838876804,-3.197368705394723,0,0.0,0.0,0.0
